1,255.800003
2,256.75
3,252.5
4,256.649994
5,262
6,264.899994
7,262
8,259.899994
9,260.299988
10,255.350006
11,253.550003
12,256.450012
13,257.700012
14,258
15,260.899994
16,259.75
17,264.899994
18,264.549988
19,264.850006
20,258.100006
21,258.799988
22,260.899994
23,256
24,252.800003
25,247.399994
26,253.899994
27,254.100006
28,261.049988
29,284.200012
30,288.799988
31,283.450012
32,284.799988
33,282.200012
34,280
35,277.600006
36,262.649994
37,260.350006
38,263
39,264.5
40,257.75
41,256.5
42,260.149994
43,261
44,261.399994
45,257.799988
46,260.149994
47,262.75
48,260.5
49,267.200012
50,269.350006
51,266.75
52,266.25
53,267.5
54,266.350006
55,264.5
56,262.899994
57,258
58,254.25
59,251.800003
60,248.300003
61,249.949997
62,252.5
63,248.850006
64,252.300003
65,253.649994
66,246.399994
67,246.399994
68,245.899994
69,249
70,248.350006
71,249
72,253.199997
73,254.449997
74,252.600006
75,256.399994
76,258.649994
77,259.299988
78,262
79,260.5
80,255.199997
81,257
82,261
83,268.200012
84,267.899994
85,263.850006
86,271.899994
87,275
88,278.549988
89,282.5
90,280
91,279.25
92,280.299988
93,282.799988
94,278.25
95,273
96,272.5
97,277
98,273.649994
99,271.549988
100,271.5
101,274.700012
102,273
103,271.450012
104,271.25
105,273.299988
106,274.700012
107,268.899994
108,270.350006
109,270.899994
110,270.299988
111,273.899994
112,275.549988
113,278.399994
114,280.5
115,280.200012
116,279.5
117,274.75
118,277.049988
119,271
120,269.399994
121,278.950012
122,280.799988
123,282.899994
124,289.899994
125,293.75
126,295
127,295.700012
128,298.75
129,297.549988
130,294.799988
131,290.350006
132,295.149994
133,295.450012
134,293.100006
135,292.75
136,296.899994
137,291.75
138,286.899994
139,287
140,287.850006
141,288.799988
142,289.5
143,287.950012
144,290.75
145,292.5
146,293.200012
147,300
148,304.899994
149,300.75
150,300.899994
151,298.149994
152,299.399994
153,302.600006
154,302
155,308.399994
156,308.799988
157,307.899994
158,315.299988
159,309.399994
160,295.899994
161,290.450012
162,291.350006
163,291
164,290.850006
165,289.75
166,291.5
167,291.399994
168,290.5
169,289.75
170,292.950012
171,291.5
172,292
173,289.399994
174,287
175,287
176,286.299988
177,285.799988
178,286.649994
179,289.850006
180,291
181,292.450012
182,295.899994
183,295.549988
184,289.450012
185,278.450012
186,279.299988
187,274.75
188,275.5
189,276.450012
190,275.600006
191,282.700012
192,282.399994
193,287
194,289.700012
195,288.399994
196,290
197,293.600006
198,294.100006
199,296.399994
200,294
201,294.25
202,292.200012
203,296.299988
204,297.299988
205,299.649994
206,299.850006
207,300.75
208,313.850006
209,314.799988
210,311.799988
211,307.399994
212,306.299988
213,311.799988
214,311.799988
215,307.450012
216,302.399994
217,303
218,282.399994
219,283.899994
220,284.700012
221,279.649994
222,280.649994
223,277
224,279.700012
225,281.450012
226,282.100006
227,280.850006
228,279.25
229,279.5
230,280.399994
231,279.600006
232,279.5
233,276.649994
234,276.899994
235,275.399994
236,273.5
237,275.649994
238,276.600006
239,275.600006
240,274.5
241,274
242,270.799988
243,272.049988
244,271.399994
245,267.399994
246,261.799988
247,259.649994
248,259.899994
249,253.550003
250,255.5
251,256.399994
252,254.649994
253,254.100006
254,257.899994
255,258.600006
256,258.200012
257,258.450012
258,252.949997
259,255.350006
260,254.699997
261,254.699997
262,247.800003
263,245.25
264,247
265,255.300003
266,328.049988
267,351.299988
268,323.600006
269,322.350006
270,313.850006
271,321.450012
272,323.149994
273,327.5
274,330
275,331.700012
276,319.299988
277,318
278,338.5
279,344.799988
280,334.700012
281,331.149994
282,334.200012
283,346.700012
284,337.149994
285,335.399994
286,339.649994
287,336.649994
288,337
289,337
290,336.700012
291,334.850006
292,326.5
293,322.299988
294,315.950012
295,320.700012
296,317.399994
297,317.75
298,318.850006
299,319.299988
300,320.5
301,318.950012
302,315.399994
303,319.350006
304,323.5
305,322.25
306,319
307,318.200012
308,323.850006
309,319.950012
310,320.299988
311,316.5
312,312
313,312.75
314,309
315,306.450012
316,310.200012
317,311.399994
318,309.5
319,309.5
320,305.850006
321,303
322,304.649994
323,305.25
324,303.350006
325,308.399994
326,317.799988
327,310
328,308.75
329,320.549988
330,331.600006
331,332.75
332,316.899994
333,318.850006
334,316.600006
335,317.399994
336,305.75
337,300.399994
338,297.299988
339,297.899994
340,303.299988
341,300.600006
342,292.399994
343,288.700012
344,282.299988
345,281.200012
346,272
347,274.200012
348,274.100006
349,273.600006
350,277.200012
351,280
352,275.899994
353,269.700012
354,270
355,265
356,266
357,255.350006
358,257.950012
359,257.399994
360,255.25
361,262.399994
362,257.850006
363,258.799988
364,255.699997
365,253.600006
366,252.25
367,254.300003
368,247.350006
369,239.649994
370,247.850006
371,255.5
372,256.200012
373,252
374,252.800003
375,253
376,261.899994
377,261.450012
378,262.75
379,265
380,263
381,257.5
382,255.949997
383,251.300003
384,252.5
385,249.899994
386,248.449997
387,245.850006
388,244.850006
389,243.399994
390,240.75
391,238.800003
392,245.800003
393,249.699997
394,246.300003
395,243.399994
396,243.899994
397,248.199997
398,252.600006
399,249.800003
400,250.199997
401,251.600006
402,255.800003
403,257.450012
404,248.699997
405,246
406,244
407,245.75
408,259.700012
409,269.75
410,269.700012
411,268.399994
412,274.200012
413,270.950012
414,268
415,274.799988
416,269.799988
417,268.350006
418,265.25
419,271.399994
420,272.899994
421,273.899994
422,278.399994
423,284.399994
424,289.649994
425,286.549988
426,283.450012
427,279.75
428,276.700012
429,274.75
430,274.75
431,273.700012
432,273.149994
433,271.200012
434,267.350006
435,262
436,263.450012
437,261.75
438,260.899994
439,258.350006
440,258.700012
441,260.799988
442,262.399994
443,265.75
444,262.649994
445,264.5
446,262.399994
447,257.5
448,259.850006
449,262.5
450,263.5
451,263
452,267.5
453,269.200012
454,272.850006
455,289.399994
456,297
457,299.549988
458,302.399994
459,298
460,296.399994
461,299.950012
462,311.350006
463,311.700012
464,310.899994
465,319.850006
466,326.399994
467,302.799988
468,298.950012
469,298.399994
470,302.700012
471,308.700012
472,308.850006
473,306.950012
474,305.700012
475,310.350006
476,310.25
477,312
478,310.5
479,310.649994
480,312.5
481,307.450012
482,298.850006
483,299.850006
484,295.899994
485,293.25
486,291.450012
487,286.700012
488,291.799988
489,288.5
490,286.899994
491,282.850006
492,279.450012
493,273
494,272.950012
495,274
496,268.600006
497,273.5
498,275.200012
499,278.700012
500,272.700012
501,271
502,268.5
503,268.149994
504,280.450012
505,271.5
506,267.899994
507,265.700012
508,270.850006
509,275
510,264.200012
511,266
512,259
513,261.799988
514,255
515,252.5
516,269.25
517,279.100006
518,282.75
519,289
520,292.799988
521,300
522,298.299988
523,288.899994
524,287.5
525,283.700012
526,279.700012
527,287.700012
528,287.049988
529,291.799988
530,293.5
531,288.549988
532,289.549988
533,287.049988
534,287.25
535,290.5
536,292.450012
537,289.649994
538,290.899994
539,287.899994
540,287.950012
541,283.200012
542,279.25
543,277.350006
544,276.399994
545,283.25
546,285.850006
547,294
548,290.799988
549,291.450012
550,294
551,302
552,301.649994
553,296.5
554,295
555,295
556,297.600006
557,297.100006
558,298.25
559,300.700012
560,302.5
561,295.549988
562,299
563,301.5
564,306
565,307.100006
566,307.5
567,306.200012
568,303.600006
